x_value,total_1,total_2 
4857,5944,3424
4858,5944,3425
4859,5938,3424
4860,5944,3428
4861,5952,3431
4862,5950,3427
4863,5954,3431
4864,5955,3435
4865,5962,3441
4866,5958,3442
4867,5953,3443
4868,5960,3447
4869,5962,3444
4870,5968,3443
4871,5967,3439
4872,5962,3444
4873,5962,3447
4874,5967,3453
4875,5975,3450
4876,5980,3452
4877,5986,3454
4878,5988,3452
4879,5987,3451
4880,5984,3452
4881,5980,3450
4882,5978,3448
4883,5984,3452
4884,5992,3454
4885,5999,3453
4886,6006,3455
4887,6008,3459
4888,6010,3461
4889,6018,3465
4890,6015,3463
4891,6020,3459
4892,6017,3455
4893,6011,3459
4894,6013,3456
4895,6021,3452
4896,6018,3457
4897,6022,3461
4898,6025,3456
4899,6033,3451
4900,6035,3454
4901,6035,3451
4902,6042,3446
4903,6048,3452
4904,6047,3457
4905,6041,3458
4906,6038,3453
4907,6046,3449
4908,6040,3451
4909,6038,3455
4910,6035,3461
4911,6033,3464
4912,6030,3459
4913,6038,3459
4914,6038,3457
4915,6034,3458
4916,6040,3461
4917,6047,3458
4918,6049,3455
4919,6049,3451
4920,6044,3446
4921,6052,3448
4922,6047,3447
4923,6043,3451
4924,6045,3455
4925,6046,3455
4926,6041,3451
4927,6035,3451
4928,6030,3447
4929,6030,3445
4930,6034,3448
4931,6028,3443
4932,6034,3441
4933,6029,3436
4934,6037,3440
4935,6039,3444
4936,6038,3441
4937,6042,3447
4938,6048,3451
4939,6053,3456
4940,6053,3454
4941,6061,3459
4942,6055,3460
4943,6058,3462
4944,6063,3461
4945,6058,3463
4946,6066,3461
4947,6067,3457
4948,6074,3456
4949,6068,3454
4950,6065,3450
4951,6061,3445
4952,6055,3441
4953,6058,3443
4954,6063,3442
4955,6061,3447
4956,6059,3451
4957,6062,3451
4958,6070,3451
4959,6069,3455
4960,6066,3461
4961,6060,3459
4962,6066,3463
4963,6073,3460
4964,6080,3464
4965,6075,3462
4966,6069,3466
4967,6076,3463
4968,6084,3461
4969,6081,3466
4970,6075,3468
4971,6083,3474
4972,6089,3473
4973,6087,3468
4974,6084,3473
4975,6089,3477
4976,6086,3479
4977,6093,3481
4978,6090,3483
4979,6090,3484
4980,6090,3480
4981,6092,3476
4982,6087,3482
4983,6090,3482
4984,6096,3481
4985,6097,3478
4986,6104,3479
4987,6100,3485
4988,6104,3489
4989,6102,3486
4990,6102,3492
4991,6109,3495
4992,6115,3495
4993,6120,3497
4994,6125,3500
4995,6119,3499
4996,6114,3504
4997,6118,3509
4998,6125,3514
4999,6124,3520
5000,6130,3524
5001,6127,3526
5002,6134,3526
5003,6134,3524
5004,6132,3527
5005,6127,3532
5006,6129,3536
5007,6132,3539
5008,6139,3540
5009,6143,3544
5010,6151,3544
5011,6145,3545
5012,6152,3543
5013,6154,3548
5014,6162,3547
5015,6160,3549
5016,6162,3548
5017,6157,3553
5018,6153,3557
5019,6150,3562
5020,6144,3563
5021,6149,3564
5022,6144,3567
5023,6139,3562
5024,6142,3560
5025,6145,3566
5026,6140,3567
5027,6142,3568
5028,6136,3574
5029,6135,3577
5030,6134,3578
5031,6142,3584
5032,6149,3589
5033,6152,3593
5034,6157,3593
5035,6165,3592
5036,6162,3594
5037,6156,3593
5038,6156,3591
5039,6162,3592
5040,6161,3594
5041,6166,3597
5042,6173,3602
5043,6175,3601
5044,6175,3606
5045,6182,3609
5046,6189,3614
5047,6195,3615
5048,6201,3620
5049,6201,3621
5050,6203,3617
5051,6210,3619
5052,6206,3614
5053,6214,3611
5054,6211,3607
5055,6218,3608
5056,6213,3607
5057,6221,3611
5058,6229,3613
5059,6235,3609
5060,6238,3615
5061,6236,3618
5062,6231,3614
5063,6239,3615
5064,6241,3611
5065,6249,3609
5066,6243,3605
5067,6239,3601
5068,6244,3599
5069,6250,3604
5070,6250,3605
5071,6256,3601
5072,6258,3597
5073,6260,3600
5074,6256,3595
5075,6255,3593
5076,6255,3596
5077,6251,3597
5078,6249,3599
5079,6246,3595
5080,6252,3601
5081,6249,3599
5082,6255,3595
5083,6254,3592
5084,6256,3598
5085,6254,3599
5086,6262,3602
5087,6268,3598
5088,6271,3601
5089,6268,3600
5090,6273,3600
5091,6270,3599
5092,6276,3594
5093,6281,3597
5094,6278,3596
5095,6281,3599
5096,6284,3594
5097,6292,3599
5098,6299,3601
5099,6304,3599
5100,6302,3596
5101,6308,3599
5102,6312,3603
5103,6317,3605
5104,6316,3610
5105,6317,3607
5106,6321,3607
5107,6315,3612
5108,6320,3617
5109,6325,3620
5110,6329,3615
5111,6332,3612
5112,6330,3615
5113,6328,3610
5114,6326,3608
5115,6330,3611
5116,6331,3615
5117,6328,3620
5118,6336,3626
5119,6334,3627
5120,6337,3628
5121,6333,3630
5122,6340,3625
5123,6338,3627
5124,6340,3628
5125,6335,3632
5126,6339,3628
5127,6336,3634
5128,6337,3636
5129,6337,3639
5130,6331,3636
5131,6326,3634
5132,6320,3634
5133,6317,3640
5134,6320,3635
5135,6315,3633
5136,6319,3633
5137,6327,3628
5138,6322,3631
5139,6330,3629
5140,6324,3624
5141,6319,3623
5142,6322,3628
5143,6317,3626
5144,6314,3632
5145,6313,3632
5146,6312,3627
5147,6310,3622
5148,6311,3624
5149,6317,3621
5150,6321,3623
5151,6318,3621
5152,6325,3626
5153,6330,3625
5154,6330,3622
5155,6326,3618
5156,6333,3616
5157,6331,3615
5158,6337,3617
5159,6345,3616
5160,6347,3618
5161,6351,3617
5162,6359,3622
5163,6354,3626
5164,6359,3628
5165,6363,3623
5166,6368,3618
5167,6370,3623
5168,6371,3621
5169,6379,3626
5170,6373,3632
5171,6373,3637
5172,6376,3637
5173,6377,3633
5174,6380,3630
5175,6388,3627
5176,6385,3630
5177,6391,3629
5178,6389,3630
5179,6393,3633
5180,6393,3638
5181,6396,3637
5182,6392,3641
5183,6386,3640
5184,6386,3643
5185,6390,3647
5186,6392,3653
5187,6394,3648
5188,6399,3646
5189,6394,3649
5190,6401,3650
5191,6395,3648
5192,6397,3645
5193,6404,3643
5194,6408,3641
5195,6412,3646
5196,6413,3649
5197,6419,3652
5198,6425,3650
5199,6433,3647
5200,6436,3645
5201,6441,3646
5202,6441,3652
5203,6445,3651
5204,6451,3654
5205,6445,3654
5206,6441,3657
5207,6444,3654
5208,6443,3651
5209,6439,3653
5210,6441,3659
5211,6436,3658
5212,6444,3663
5213,6439,3660
5214,6435,3660
5215,6443,3655
5216,6438,3660
5217,6441,3664
5218,6449,3666
5219,6445,3672
5220,6443,3673
5221,6441,3677
5222,6435,3675
5223,6429,3671
5224,6423,3673
5225,6421,3677
5226,6417,3680
5227,6416,3677
5228,6414,3679
5229,6408,3681
5230,6412,3685
5231,6419,3683
5232,6415,3683
5233,6423,3684
5234,6420,3683
5235,6422,3683
5236,6418,3684
5237,6424,3686
5238,6432,3692
5239,6434,3695
5240,6438,3694
5241,6439,3697
5242,6436,3698
5243,6440,3697
5244,6444,3694
5245,6444,3689
5246,6445,3692
5247,6453,3689
5248,6455,3685
5249,6450,3687
5250,6450,3683
5251,6448,3685
5252,6443,3691
5253,6438,3694
5254,6442,3700
5255,6447,3697
5256,6454,3695
5257,6459,3694
5258,6463,3692
5259,6465,3697
5260,6460,3696
5261,6465,3700
5262,6472,3697
5263,6469,3700
5264,6475,3701
5265,6482,3702
5266,6484,3702
5267,6478,3705
5268,6478,3703
5269,6483,3699
5270,6482,3695
5271,6483,3692
5272,6490,3687
5273,6498,3684
5274,6500,3681
5275,6505,3680
5276,6508,3679
5277,6502,3682
5278,6507,3687
5279,6510,3692
5280,6507,3688
5281,6507,3685
5282,6506,3687
5283,6507,3693
5284,6511,3693
5285,6506,3695
5286,6509,3691
5287,6509,3694
5288,6516,3699
5289,6511,3698
5290,6505,3693
5291,6513,3692
5292,6512,3696
5293,6518,3701
5294,6523,3702
5295,6525,3702
5296,6519,3705
5297,6516,3709
5298,6515,3706
5299,6511,3709
5300,6511,3704
5301,6517,3708
5302,6520,3711
5303,6517,3715
5304,6523,3721
5305,6520,3718
5306,6526,3724
5307,6521,3720
5308,6521,3723
5309,6529,3725
5310,6524,3721
5311,6529,3724
5312,6528,3723
5313,6522,3719
5314,6516,3714
5315,6521,3720
5316,6528,3715
5317,6532,3719
5318,6539,3717
5319,6547,3720
5320,6553,3716
5321,6555,3716
5322,6561,3712
5323,6568,3708
5324,6572,3707
5325,6575,3708
5326,6577,3707
5327,6579,3706
5328,6584,3701
5329,6578,3707
5330,6574,3706
5331,6569,3709
5332,6565,3710
5333,6562,3707
5334,6562,3713
5335,6570,3712
5336,6578,3709
5337,6580,3712
5338,6574,3708
5339,6580,3713
5340,6580,3712
5341,6580,3709
5342,6583,3711
5343,6589,3716
5344,6587,3719
5345,6582,3723
5346,6577,3721
5347,6574,3722
5348,6579,3727
5349,6584,3733
5350,6587,3731
5351,6591,3737
5352,6594,3736
5353,6598,3741
5354,6599,3741
5355,6606,3736
5356,6608,3739
5357,6604,3736
5358,6599,3741
5359,6599,3737
5360,6598,3738
5361,6594,3733
5362,6590,3733
5363,6590,3738
5364,6596,3740
5365,6595,3745
5366,6599,3746
5367,6602,3748
5368,6599,3752
5369,6601,3750
5370,6602,3756
5371,6600,3752
5372,6598,3747
5373,6605,3751
5374,6599,3746
5375,6607,3741
5376,6604,3743
5377,6599,3748
5378,6604,3745
5379,6612,3750
5380,6610,3750
5381,6606,3755
5382,6602,3758
5383,6597,3756
5384,6595,3758
5385,6593,3763
5386,6600,3764
5387,6600,3761
5388,6604,3759
5389,6599,3764
5390,6596,3763
5391,6601,3761
5392,6605,3756
5393,6612,3759
5394,6608,3760
5395,6612,3763
5396,6620,3768
5397,6621,3763
5398,6620,3765
5399,6620,3763
5400,6615,3768
5401,6610,3764
5402,6618,3768
5403,6618,3766
5404,6622,3764
5405,6617,3770
5406,6612,3774
5407,6614,3780
5408,6618,3781
5409,6619,3779
5410,6620,3777
5411,6626,3780
5412,6620,3777
5413,6621,3773
5414,6616,3773
5415,6618,3770
5416,6613,3765
5417,6620,3762
5418,6620,3760
5419,6615,3764
5420,6612,3766
5421,6612,3771
5422,6609,3768
5423,6614,3770
5424,6615,3765
5425,6621,3764
5426,6619,3765
5427,6615,3769
5428,6609,3765
5429,6606,3769
5430,6607,3768
5431,6613,3768
5432,6612,3769
5433,6615,3766
5434,6613,3768
5435,6613,3773
5436,6607,3775
5437,6611,3779
5438,6611,3776
5439,6613,3771
5440,6612,3766
5441,6612,3767
5442,6620,3770
5443,6625,3768
5444,6632,3765
5445,6634,3767
5446,6639,3764
5447,6634,3761
5448,6633,3759
5449,6634,3762
5450,6639,3759
5451,6646,3759
5452,6654,3761
5453,6659,3758
5454,6656,3762
5455,6654,3761
5456,6649,3766
5457,6649,3765
5458,6645,3763
5459,6646,3759
5460,6640,3758
5461,6635,3753
5462,6642,3756
5463,6643,3761
5464,6637,3761
5465,6638,3758
5466,6642,3758
5467,6650,3759
5468,6649,3761
5469,6646,3759
5470,6650,3764
5471,6646,3759
5472,6645,3762
5473,6650,3765
5474,6658,3760
5475,6654,3757
5476,6652,3761
5477,6650,3759
5478,6649,3759
5479,6652,3754
5480,6656,3753
5481,6651,3758
5482,6652,3759
5483,6654,3756
5484,6656,3761
5485,6660,3766
5486,6659,3764
5487,6663,3765
5488,6657,3770
5489,6655,3765
5490,6649,3766
5491,6644,3765
5492,6650,3764
5493,6652,3763
5494,6654,3767
5495,6659,3773
5496,6661,3768
5497,6663,3769
5498,6661,3770
5499,6669,3772
5500,6665,3773
5501,6661,3771
5502,6663,3771
5503,6671,3776
5504,6670,3780
5505,6671,3775
5506,6678,3774
5507,6685,3775
5508,6686,3774
5509,6686,3769
5510,6680,3770
5511,6686,3767
5512,6682,3773
5513,6679,3768
5514,6681,3765
5515,6677,3769
5516,6674,3771
5517,6670,3767
5518,6671,3765
5519,6668,3761
5520,6663,3766
5521,6663,3772
5522,6669,3778
5523,6669,3777
5524,6673,3774
5525,6668,3772
5526,6670,3772
5527,6665,3777
5528,6663,3780
5529,6664,3780
5530,6666,3776
5531,6673,3779
5532,6672,3778
5533,6674,3782
5534,6670,3787
5535,6668,3789
5536,6671,3793
5537,6679,3799
5538,6687,3797
5539,6692,3797
5540,6699,3794
5541,6703,3791
5542,6699,3791
5543,6699,3794
5544,6693,3800
5545,6693,3805
5546,6700,3800
5547,6706,3802
5548,6710,3805
5549,6704,3803
5550,6708,3803
5551,6714,3799
5552,6716,3798
5553,6717,3800
5554,6723,3796
5555,6729,3798
5556,6734,3802
5557,6736,3805
5558,6732,3800
5559,6729,3805
5560,6732,3807
5561,6728,3811
5562,6734,3817
5563,6730,3817
5564,6734,3821
5565,6731,3817
5566,6728,3819
5567,6727,3821
5568,6729,3822
5569,6726,3817
5570,6721,3817
5571,6719,3814
5572,6724,3810
5573,6726,3811
5574,6731,3807
5575,6725,3806
5576,6732,3809
5577,6733,3806
5578,6730,3805
5579,6731,3810
5580,6735,3815
5581,6743,3814
5582,6741,3811
5583,6742,3813
5584,6740,3809
5585,6736,3804
5586,6743,3799
5587,6748,3803
5588,6750,3809
5589,6752,3814
5590,6748,3818
5591,6754,3817
5592,6755,3814
5593,6756,3810
5594,6757,3810
5595,6758,3806
5596,6760,3806
5597,6755,3803
5598,6759,3798
5599,6760,3799
5600,6765,3805
5601,6769,3801
5602,6765,3801
5603,6771,3800
5604,6776,3806
5605,6782,3806
5606,6783,3804
5607,6778,3806
5608,6779,3809
5609,6775,3808
5610,6776,3814
5611,6780,3811
5612,6777,3814
5613,6782,3816
5614,6786,3818
5615,6791,3820
5616,6785,3823
5617,6789,3821
5618,6788,3827
5619,6787,3831
5620,6782,3827
5621,6777,3833
5622,6774,3839
5623,6775,3834
5624,6769,3836
5625,6764,3837
5626,6760,3835
5627,6755,3840
5628,6760,3837
5629,6759,3832
5630,6758,3827
5631,6765,3826
5632,6761,3824
5633,6763,3823
5634,6768,3825
5635,6766,3823
5636,6762,3818
5637,6763,3823
5638,6764,3823
5639,6772,3826
5640,6774,3824
5641,6780,3819
5642,6782,3823
5643,6783,3821
5644,6778,3816
5645,6772,3817
5646,6774,3814
5647,6772,3811
5648,6774,3816
5649,6769,3820
5650,6763,3815
5651,6765,3819
5652,6769,3819
5653,6776,3823
5654,6776,3820
5655,6778,3816
5656,6786,3817
5657,6792,3819
5658,6798,3824
5659,6793,3824
5660,6792,3823
5661,6798,3820
5662,6805,3819
5663,6804,3818
5664,6801,3815
5665,6803,3810
5666,6810,3813
5667,6805,3808
5668,6812,3814
5669,6807,3818
5670,6801,3816
5671,6803,3814
5672,6809,3817
5673,6811,3815
5674,6813,3812
5675,6812,3814
5676,6812,3820
5677,6818,3815
5678,6826,3813
5679,6829,3813
5680,6831,3810
5681,6831,3814
5682,6834,3811
5683,6837,3810
5684,6844,3816
5685,6842,3815
5686,6846,3814
5687,6840,3811
5688,6844,3813
5689,6838,3817
5690,6842,3812
5691,6847,3812
5692,6845,3814
5693,6853,3814
5694,6852,3810
5695,6851,3808
5696,6851,3807
5697,6856,3804
5698,6854,3807
5699,6855,3807
5700,6858,3812
5701,6861,3810
5702,6863,3806
5703,6859,3811
5704,6861,3816
5705,6861,3816
5706,6861,3818
5707,6867,3815
5708,6865,3814
5709,6869,3820
5710,6873,3816
5711,6871,3816
5712,6875,3813
5713,6869,3813
5714,6872,3812
5715,6866,3811
5716,6872,3808
5717,6872,3804
5718,6880,3805
5719,6882,3805
5720,6879,3806
5721,6880,3811
5722,6875,3808
5723,6880,3805
5724,6878,3802
5725,6875,3806
5726,6874,3802
5727,6869,3802
5728,6865,3804
5729,6866,3800
5730,6871,3803
5731,6879,3806
5732,6877,3809
5733,6875,3805
5734,6873,3810
5735,6868,3811
5736,6872,3806
5737,6873,3803
5738,6869,3803
5739,6864,3803
5740,6871,3809
5741,6866,3811
5742,6863,3807
5743,6865,3802
5744,6865,3803
5745,6867,3803
5746,6867,3799
5747,6863,3795
5748,6866,3796
5749,6865,3801
5750,6870,3805
5751,6875,3805
5752,6880,3801
5753,6877,3806
5754,6872,3803
5755,6874,3798
5756,6878,3804
5757,6873,3809
5758,6880,3806
5759,6888,3805
5760,6886,3803
5761,6889,3798
5762,6894,3803
5763,6902,3799
5764,6898,3800
5765,6900,3805
5766,6899,3802
5767,6901,3805
5768,6902,3806
5769,6908,3810
5770,6910,3811
5771,6917,3816
5772,6914,3815
5773,6921,3817
5774,6926,3812
5775,6931,3810
5776,6928,3815
5777,6930,3814
5778,6928,3809
5779,6926,3808
5780,6924,3810
5781,6921,3807
5782,6920,3811
5783,6924,3814
5784,6924,3819
5785,6923,3814
5786,6929,3809
5787,6927,3812
5788,6929,3809
5789,6928,3807
5790,6931,3812
5791,6925,3818
5792,6931,3821
5793,6938,3821
5794,6942,3821
5795,6938,3827
5796,6937,3826
5797,6940,3829
5798,6934,3829
5799,6930,3826
5800,6931,3826
5801,6939,3822
5802,6933,3819
5803,6932,3817
5804,6934,3812
5805,6935,3814
5806,6930,3811
5807,6932,3809
5808,6937,3813
5809,6935,3812
5810,6933,3810
5811,6940,3816
5812,6934,3811
5813,6937,3814
5814,6931,3819
5815,6936,3818
5816,6932,3816
5817,6939,3820
5818,6942,3817
5819,6937,3814
5820,6934,3812
5821,6933,3816
5822,6934,3821
5823,6931,3821
5824,6927,3821
5825,6924,3819
5826,6923,3816
5827,6925,3819
5828,6924,3816
5829,6920,3821
5830,6916,3827
5831,6917,3832
5832,6911,3837
5833,6916,3839
5834,6910,3840
5835,6917,3835
5836,6919,3834
5837,6913,3830
5838,6918,3834
5839,6913,3836
5840,6915,3831
5841,6911,3829
5842,6913,3825
5843,6908,3831
5844,6908,3837
5845,6903,3840
5846,6908,3839
5847,6915,3837
5848,6913,3839
5849,6908,3837
5850,6915,3835
5851,6914,3838
5852,6920,3841
5853,6927,3837
5854,6927,3841
5855,6935,3840
5856,6935,3845
5857,6943,3849
5858,6938,3847
5859,6946,3846
5860,6951,3851
5861,6951,3853
5862,6949,3851
5863,6955,3854
5864,6953,3849
5865,6952,3855
5866,6959,3852
5867,6961,3849
5868,6965,3853
5869,6961,3848
5870,6957,3845
5871,6957,3842
5872,6962,3848
5873,6961,3854
5874,6962,3849
5875,6962,3854
5876,6968,3857
5877,6969,3852
5878,6973,3849
5879,6969,3844
5880,6963,3849
5881,6964,3850
5882,6963,3852
5883,6964,3851
5884,6958,3847
5885,6961,3852
5886,6956,3855
5887,6959,3852
5888,6959,3848
5889,6962,3853
5890,6965,3850
5891,6967,3848
5892,6966,3853
5893,6968,3852
5894,6974,3857
5895,6976,3855
5896,6983,3855
5897,6979,3861
5898,6973,3863
5899,6971,3861
5900,6973,3865
5901,6977,3862
5902,6975,3858
5903,6980,3864
5904,6986,3867
5905,6990,3865
5906,6992,3868
5907,6986,3864
5908,6982,3864
5909,6981,3865
5910,6984,3863
5911,6989,3867
5912,6990,3869
5913,6987,3865
5914,6989,3860
5915,6996,3864
5916,7002,3861
5917,7001,3860
5918,7001,3859
5919,7000,3855
5920,7001,3852
5921,7006,3849
5922,7001,3851
5923,6999,3853
5924,7007,3854
5925,7006,3859
5926,7000,3855
5927,6994,3857
5928,6991,3856
5929,6989,3856
5930,6997,3854
5931,7003,3859
5932,7002,3861
5933,7004,3862
5934,7001,3862
5935,6998,3865
5936,7006,3861
5937,7009,3859
5938,7004,3857
5939,7002,3856
5940,7004,3856
5941,7000,3862
5942,7007,3868
5943,7004,3867
5944,7012,3862
5945,7014,3859
5946,7014,3856
5947,7017,3854
5948,7023,3855
5949,7024,3851
5950,7021,3847
5951,7023,3842
5952,7029,3842
5953,7033,3837
5954,7041,3836
5955,7046,3836
5956,7040,3836
5957,7040,3838
5958,7034,3838
5959,7034,3837
5960,7031,3840
5961,7029,3836
5962,7029,3837
5963,7032,3839
5964,7037,3839
5965,7039,3836
5966,7034,3834
5967,7032,3839
5968,7035,3844
5969,7036,3846
5970,7032,3852
5971,7035,3855
5972,7042,3861
5973,7043,3861
5974,7037,3866
5975,7041,3861
5976,7044,3859
5977,7048,3862
5978,7043,3857
5979,7047,3856
5980,7045,3862
5981,7045,3861
5982,7045,3859
5983,7051,3863
5984,7059,3860
5985,7053,3863
5986,7052,3859
5987,7047,3855
5988,7043,3852
5989,7049,3848
5990,7057,3846
5991,7053,3852
5992,7051,3852
5993,7053,3853
5994,7048,3850
5995,7043,3853
5996,7051,3855
5997,7059,3857
5998,7053,3858
5999,7048,3858
6000,7047,3855
6001,7042,3857
6002,7040,3859
6003,7044,3858
6004,7042,3858
6005,7041,3858
6006,7049,3858
6007,7057,3853
6008,7051,3858
6009,7049,3864
6010,7056,3861
6011,7053,3857
6012,7060,3854
6013,7062,3859
6014,7067,3863
6015,7064,3867
6016,7059,3864
6017,7063,3868
6018,7068,3870
6019,7073,3871
6020,7078,3867
6021,7076,3871
6022,7071,3870
6023,7076,3866
6024,7083,3871
6025,7080,3869
6026,7077,3873
6027,7082,3877
6028,7085,3872
6029,7080,3872
6030,7085,3878
6031,7088,3879
6032,7083,3880
6033,7083,3878
6034,7086,3877
6035,7082,3878
6036,7090,3882
6037,7087,3878
6038,7082,3884
6039,7081,3889
6040,7081,3889
6041,7080,3884
6042,7075,3890
6043,7069,3885
6044,7066,3887
6045,7068,3885
6046,7069,3881
6047,7066,3879
6048,7072,3881
6049,7070,3883
6050,7066,3885
6051,7072,3881
6052,7074,3881
6053,7072,3881
6054,7075,3878
6055,7076,3878
6056,7077,3881
6057,7079,3884
6058,7079,3887
6059,7082,3884
6060,7076,3890
6061,7078,3885
6062,7082,3888
6063,7081,3894
6064,7075,3893
6065,7083,3895
6066,7085,3899
6067,7085,3903
6068,7085,3905
6069,7081,3907
6070,7088,3907
6071,7094,3905
6072,7090,3901
6073,7093,3902
6074,7101,3900
6075,7108,3906
6076,7103,3908
6077,7109,3910
6078,7109,3912
6079,7114,3907
6080,7115,3906
6081,7118,3902
6082,7116,3900
6083,7120,3904
6084,7119,3905
6085,7123,3905
6086,7117,3906
6087,7122,3906
6088,7123,3901
6089,7129,3900
6090,7134,3900
6091,7140,3906
6092,7144,3904
6093,7149,3909
6094,7143,3915
6095,7143,3920
6096,7144,3926
6097,7142,3928
6098,7143,3931
6099,7147,3933
6100,7141,3931
6101,7139,3928
6102,7140,3932
6103,7147,3937
6104,7149,3936
6105,7155,3936
6106,7159,3937
6107,7160,3943
6108,7155,3945
6109,7160,3945
6110,7159,3943
6111,7163,3941
6112,7167,3946
6113,7172,3945
6114,7176,3951
6115,7174,3957
6116,7173,3962
6117,7168,3960
6118,7165,3964
6119,7162,3968
6120,7168,3967
6121,7166,3970
6122,7160,3967
6123,7157,3969
6124,7151,3973
6125,7155,3979
6126,7156,3985
6127,7161,3980
6128,7164,3975
6129,7163,3970
6130,7161,3965
6131,7157,3967
6132,7163,3967
6133,7159,3973
6134,7153,3973
6135,7147,3974
6136,7146,3980
6137,7147,3983
6138,7144,3985
6139,7143,3990
6140,7142,3991
6141,7144,3997
6142,7152,3994
6143,7146,4000
6144,7151,4006
6145,7147,4007
6146,7145,4007
6147,7143,4010
6148,7141,4015
6149,7145,4015
6150,7143,4013
6151,7146,4018
6152,7154,4019
6153,7150,4021
6154,7157,4018
6155,7158,4018
6156,7164,4015
6157,7161,4016
6158,7159,4018
6159,7160,4020
6160,7157,4025
6161,7165,4027
6162,7164,4029
6163,7170,4026
6164,7167,4022
6165,7172,4025
6166,7175,4025
6167,7183,4023
6168,7186,4018
6169,7184,4013
6170,7179,4010
6171,7187,4008
6172,7188,4007
6173,7184,4003
6174,7192,4007
6175,7198,4003
6176,7201,4006
6177,7204,4007
6178,7204,4004
6179,7201,3999
6180,7202,4003
6181,7203,3998
6182,7203,3996
6183,7208,3998
6184,7204,4001
6185,7211,4002
6186,7208,3997
6187,7203,3997
6188,7206,3998
6189,7208,3998
6190,7208,3994
6191,7202,3999
6192,7200,4000
6193,7199,3997
6194,7207,4002
6195,7213,4005
6196,7218,4005
6197,7224,4010
6198,7228,4005
6199,7229,4011
6200,7230,4007
6201,7236,4010
6202,7234,4013
6203,7241,4015
6204,7242,4016
6205,7248,4022
6206,7252,4017
6207,7252,4014
6208,7255,4015
6209,7262,4013
6210,7260,4009
6211,7258,4007
6212,7258,4007
6213,7259,4010
6214,7259,4006
6215,7257,4004
6216,7259,4008
6217,7267,4013
6218,7265,4015
6219,7270,4020
6220,7275,4023
6221,7277,4022
6222,7276,4019
6223,7277,4019
6224,7281,4019
6225,7276,4020
6226,7279,4016
6227,7274,4012
6228,7272,4010
6229,7272,4008
6230,7278,4013
6231,7283,4012
6232,7284,4010
6233,7285,4011
6234,7283,4011
6235,7278,4015
6236,7276,4018
6237,7272,4021
6238,7275,4019
6239,7275,4018
6240,7272,4014
6241,7270,4012
6242,7275,4016
6243,7270,4020
6244,7269,4021
6245,7274,4019
6246,7270,4023
6247,7268,4025
6248,7275,4031
6249,7282,4030
6250,7280,4036
6251,7286,4039
6252,7285,4040
6253,7283,4037
6254,7278,4039
6255,7286,4043
6256,7289,4041
6257,7285,4038
6258,7279,4034
6259,7286,4031
6260,7292,4026
6261,7290,4023
6262,7296,4024
6263,7292,4024
6264,7291,4028
6265,7288,4028
6266,7283,4025
6267,7289,4027
6268,7285,4024
6269,7280,4030
6270,7274,4035
6271,7279,4034
6272,7275,4029
6273,7269,4029
6274,7274,4025
6275,7272,4022
6276,7274,4027
6277,7273,4029
6278,7267,4026
6279,7266,4022
6280,7264,4018
6281,7266,4015
6282,7269,4016
6283,7272,4020
6284,7273,4024
6285,7271,4025
6286,7265,4027
6287,7259,4025
6288,7262,4026
6289,7266,4029
6290,7269,4024
6291,7266,4019
6292,7265,4017
6293,7263,4019
6294,7265,4015
6295,7259,4018
6296,7264,4018
6297,7269,4013
6298,7266,4009
6299,7274,4010
6300,7271,4014
6301,7274,4020
6302,7275,4025
6303,7280,4026
6304,7277,4025
6305,7280,4022
6306,7278,4025
6307,7280,4023
6308,7279,4026
6309,7276,4022
6310,7273,4020
6311,7273,4026
6312,7276,4025
6313,7279,4030
6314,7284,4030
6315,7280,4026
6316,7283,4029
6317,7281,4024
6318,7285,4022
6319,7283,4017
6320,7290,4012
6321,7285,4007
6322,7281,4011
6323,7276,4012
6324,7279,4014
6325,7286,4016
6326,7286,4022
6327,7284,4018
6328,7292,4020
6329,7298,4021
6330,7305,4023
6331,7301,4023
6332,7306,4020
6333,7305,4021
6334,7303,4019
6335,7297,4015
6336,7296,4013
6337,7299,4014
6338,7293,4014
6339,7293,4009
6340,7295,4005
6341,7299,4010
6342,7306,4012
6343,7311,4016
6344,7308,4014
6345,7306,4017
6346,7302,4019
6347,7297,4015
6348,7294,4012
6349,7294,4011
6350,7297,4015
6351,7300,4021
6352,7303,4020
6353,7306,4021
6354,7308,4016
6355,7316,4020
6356,7311,4022
6357,7311,4021
6358,7309,4023
6359,7307,4022
6360,7312,4025
6361,7320,4027
6362,7315,4029
6363,7310,4028
6364,7314,4024
6365,7322,4024
6366,7324,4029
6367,7321,4024
6368,7322,4021
6369,7328,4016
6370,7333,4013
6371,7335,4018
6372,7330,4021
6373,7335,4017
6374,7341,4023
6375,7336,4029
6376,7331,4024
6377,7326,4021
6378,7324,4021
6379,7331,4021
6380,7338,4018
6381,7339,4023
6382,7347,4023
6383,7348,4025
6384,7345,4021
6385,7345,4018
6386,7343,4019
6387,7345,4018
6388,7342,4023
6389,7343,4026
6390,7338,4024
6391,7340,4028
6392,7340,4031
6393,7344,4032
6394,7349,4038
6395,7355,4041
6396,7363,4040
6397,7360,4039
6398,7366,4044
6399,7368,4050
6400,7371,4048
6401,7376,4043
6402,7382,4041
6403,7389,4046
6404,7395,4043
6405,7394,4045
6406,7390,4049
6407,7397,4045
6408,7392,4046
6409,7399,4052
6410,7397,4058
